ID,URL
59255,edgar/data/59255/000156459015001677/Financial_Report.xlsx
59440,edgar/data/59440/000005944015000009/Financial_Report.xlsx
59478,edgar/data/59478/000005947815000100/Financial_Report.xlsx
59527,edgar/data/59527/000005952715000006/Financial_Report.xlsx
59558,edgar/data/59558/000005955815000010/Financial_Report.xlsx
59860,edgar/data/59860/000105291815000143/Financial_Report.xlsx
60086,edgar/data/60086/000119312515058679/Financial_Report.xlsx
60519,edgar/data/60519/000150433715000010/Financial_Report.xlsx
60549,edgar/data/60549/000092222415000016/Financial_Report.xlsx
60667,edgar/data/60667/000006066715000057/Financial_Report.xlsx
60714,edgar/data/60714/000119312515070433/Financial_Report.xlsx
60977,edgar/data/60977/000162828015001400/Financial_Report.xlsx
61004,edgar/data/61004/000006100415000011/Financial_Report.xlsx
61339,edgar/data/61339/000116172815000003/Financial_Report.xlsx
61398,edgar/data/61398/000006139815000033/Financial_Report.xlsx
61986,edgar/data/61986/000006198615000014/Financial_Report.xlsx
62234,edgar/data/62234/000114420415048115/Financial_Report.xlsx
62362,edgar/data/62362/000119312515329160/Financial_Report.xlsx
62709,edgar/data/62709/000006270915000005/Financial_Report.xlsx
62996,edgar/data/62996/000104746915000803/Financial_Report.xlsx
63276,edgar/data/63276/000119312515062193/Financial_Report.xlsx
63296,edgar/data/63296/000006329615000097/Financial_Report.xlsx
63330,edgar/data/63330/000143774915003690/Financial_Report.xlsx
63754,edgar/data/63754/000006375415000013/Financial_Report.xlsx
63908,edgar/data/63908/000006390815000016/Financial_Report.xlsx
64040,edgar/data/64040/000006404015000004/Financial_Report.xlsx
64463,edgar/data/64463/000100329715000105/Financial_Report.xlsx
64472,edgar/data/64472/000119312515398371/Financial_Report.xlsx
64803,edgar/data/64803/000006480315000008/Financial_Report.xlsx
64996,edgar/data/64996/000006499615000008/Financial_Report.xlsx
65011,edgar/data/65011/000006501115000096/Financial_Report.xlsx
65172,edgar/data/65172/000110465915027671/Financial_Report.xlsx
65270,edgar/data/65270/000006527015000016/Financial_Report.xlsx
65312,edgar/data/65312/000117494715001454/Financial_Report.xlsx
65596,edgar/data/65596/000135448815001467/Financial_Report.xlsx
65759,edgar/data/65759/000101054915000060/Financial_Report.xlsx
65770,edgar/data/65770/000113626115000080/Financial_Report.xlsx
65984,edgar/data/65984/000006598415000102/Financial_Report.xlsx
66004,edgar/data/66004/000117494715000337/Financial_Report.xlsx
66382,edgar/data/66382/000006638215000032/Financial_Report.xlsx
66418,edgar/data/66418/000139834415004031/Financial_Report.xlsx
66570,edgar/data/66570/000006657015000011/Financial_Report.xlsx
66649,edgar/data/66649/000104746915003015/Financial_Report.xlsx
66740,edgar/data/66740/000110465915009560/Financial_Report.xlsx
66756,edgar/data/66756/000006675615000022/Financial_Report.xlsx
66901,edgar/data/66901/000006598415000102/Financial_Report.xlsx
66904,edgar/data/66904/000009212215000015/Financial_Report.xlsx
67215,edgar/data/67215/000006721515000035/Financial_Report.xlsx
67279,edgar/data/67279/000143774915004934/Financial_Report.xlsx
67347,edgar/data/67347/000114036115022274/Financial_Report.xlsx
67625,edgar/data/67625/000120677415003726/Financial_Report.xlsx
67716,edgar/data/67716/000006771615000027/Financial_Report.xlsx
67887,edgar/data/67887/000006788715000081/Financial_Report.xlsx
68270,edgar/data/68270/000006827015000042/Financial_Report.xlsx
68505,edgar/data/68505/000006850515000003/Financial_Report.xlsx
68589,edgar/data/68589/000075165215000024/Financial_Report.xlsx
68622,edgar/data/68622/000006862215000003/Financial_Report.xlsx
68709,edgar/data/68709/000089710115001612/Financial_Report.xlsx
69422,edgar/data/69422/000114420415053888/Financial_Report.xlsx
69488,edgar/data/69488/000006948815000007/Financial_Report.xlsx
69499,edgar/data/69499/000006949915000003/Financial_Report.xlsx
69633,edgar/data/69633/000114420415054446/Financial_Report.xlsx
69733,edgar/data/69733/000143774915012185/Financial_Report.xlsx
69891,edgar/data/69891/000143774915013692/Financial_Report.xlsx
70145,edgar/data/70145/000007014515000066/Financial_Report.xlsx
70318,edgar/data/70318/000155837015000132/Financial_Report.xlsx
70415,edgar/data/70415/000007041515000011/Financial_Report.xlsx
70487,edgar/data/70487/000143774915004044/Financial_Report.xlsx
70502,edgar/data/70502/000007050215000279/Financial_Report.xlsx
70684,edgar/data/70684/000007068415000005/Financial_Report.xlsx
70793,edgar/data/70793/000104746915008748/Financial_Report.xlsx
70858,edgar/data/70858/000007085815000008/Financial_Report.xlsx
70866,edgar/data/70866/000007086615000009/Financial_Report.xlsx
71180,edgar/data/71180/000007118015000004/Financial_Report.xlsx
71508,edgar/data/71508/000006598415000102/Financial_Report.xlsx
71557,edgar/data/71557/000151316215000133/Financial_Report.xlsx
